"Session Wednesday 30 September 2026 - 09:00-11:00 - Area 3 - Oral 3 - Multimodal Emotion Recognition","Paper ID ","Time ","Paper Title ","Presenting Author ","Abstract ","Authors ","Bio ","CN tbhead2 bg-c2","","","","","","","","","","","","","","","","","",""
"Wednesday 30 September 2026 - 16:30-18:30 - Area7 - Oral 6 - Speech Synthesis Evaluation 2","","","","","","","","tbhead2 bg-c2","","","","","","","","","","","","","","","","","",""
"Oral","67","16:30-16:50","MOS-Bias: From Hidden Gender Bias to Gender-Aware Speech Quality Assessment","Wenze Ren","The Mean Opinion Score (MOS) serves as the standard metric for speech quality assessment, yet biases in human annotations remain underexplored. We conduct the first systematic analysis of gender bias in MOS, revealing that male listeners consistently assign higher scores than female listeners, a gap that is most pronounced in low-quality speech and gradually diminishes as quality improves. This quality-dependent structure proves difficult to eliminate through simple calibration. We further demonstrate that automated MOS models trained on aggregated labels exhibit predictions skewed toward male standards of perception. To address this, we propose a gender-aware model that learns gender-specific scoring patterns through abstract binary group embeddings, thereby improving overall and gender-specific prediction accuracy. This study establishes that gender bias in MOS constitutes a systematic, learnable pattern demanding attention in equitable speech evaluation.","Wenze Ren(National Taiwan University); Yi-Cheng Lin(National Taiwan University); Wen-Chin Huang(Nagoya University); Erica Cooper(National Institute of Information and Communications Technology); Ryandhimas Zezario(Academia Sinica); Hsin-Min Wang(Academia Sinica); Hung-yi Lee(National Taiwan University); Yu Tsao(Academia Sinica)","","","","","","","","","","","","","","","","","","","",""
"Oral","449","16:50-17:10","TDScore: Learning Synthetic Speech Quality Predictors from TTS Training Dynamics without Human annotation","Natacha Miniconi","Subjective listening tests are the standard for evaluating synthetic speech quality, but they are costly, time-consuming, and difficult to scale. Automatic speech synthetic quality predictors reduce reliance on human ratings, but still depend on large amounts of human-annotated data and generalize poorly across languages, speakers, and synthesis paradigms. This paper proposes a framework without human annotation for learning synthetic speech quality predictors by exploiting training dynamics of text-to-speech systems as pseudo annotation. Synthetic speech is collected from multiple TTS models at different training checkpoints and paired with training-derived metadata such as iteration index and loss. A quality predictor is trained from audio without human perceptual labels. Experiments on benchmark datasets covering multiple languages show that iteration annotation correlates with human annotation across datasets and languages.","Natacha Miniconi(Le Mans Université); Meysam Shamsi(Le Mans Université); Anthony Larcher(Le Mans Université)","","","","","","","","","","","","","","","","","","","",""
"Oral","446","17:10-17:30","Exploring Active Sampling Strategies for Pairwise Comparisons in Speech Synthesis Evaluation","Korin Richmond","Subjective tests are the gold standard for text-to-speech evaluation. Tests based on preference tasks are favoured by participants and are less prone to listener-dependent biases. Despite their advantages, preference-based tests are less widely adopted than absolute rating tests like MOS due to the misconception that all possible pairs must be tested in order for results to be reliable. In this paper, we compare different approaches for pair selection in AB and BWS tests, contrasting random selection with two active sampling methods: a sorting-based method and an information-gain-based method called ASAP. We found that the ASAP method reveals more significant differences compared to others, and that BWS tests are more effective than AB tests for the same test duration. This is evident in both number of significant differences and system rank correlation, with ASAP further amplifying the improvements.","Cassia Valentini-Botinhao(The University of Edinburgh); Andrea Lorena Aldana Blanco(The University of Edinburgh); Dan Wells(The University of Edinburgh); Aidan Pine(National Research Council Canada); Korin Richmond(The University of Edinburgh)","","","","","","","","","","","","","","","","","","","",""
"Oral","2408","17:30-17:50","Decoding the Ear (DeEAR): A Framework for Objectifying Expressiveness from Human Preference Through Efficient Alignment","Zhiyu Lin","Recent speech-to-speech (S2S) models generate intelligible speech but often lack natural expressiveness. A key bottleneck is the absence of an objective, automatic metric of expressiveness. Existing approaches rely on subjective ratings or low-level acoustic features, which are either costly and unscalable or fail to capture perceptual nuance. We introduce DeEAR, a framework that maps human perception of expressiveness to objective scores. Grounded in phonetics and psychology, DeEAR evaluates speech along three dimensions: Emotion, Prosody, and Spontaneity. With fewer than 500 annotated samples, it achieves strong agreement with expert ratings (SRCC=0.85). DeEAR further enables scalable benchmarking and evaluation-driven data curation. Using DeEAR, we curate 14K expressive utterances to build a bilingual ExpressiveSpeech dataset and fine-tune an S2S model, leading to clear improvements in perceived expressiveness in human evaluations.","Zhiyu Lin(The Chinese University of Hong Kong, Shenzhen; Li Auto Inc.); Jingwen Yang(The Chinese University of Hong Kong, Shenzhen; Li Auto Inc.); Jiale Zhao(Li Auto Inc.); Meng Liu(Li Auto Inc.); Sunzhu Li(Li Auto Inc.); Zhengjun Yue(The Chinese University of Hong Kong; Shenzhen Loop Area Institution); Benyou Wang(The Chinese University of Hong Kong, Shenzhen; Shenzhen Loop Area Institution)","","","","","","","","","","","","","","","","","","","",""
"Oral","1273","17:50-18:10","CodecMOS-Accent: A MOS Benchmark of Resynthesized and TTS Speech from Neural Codecs Across English Accents","Wen-Chin Huang","We present the CodecMOS-Accent dataset, a mean opinion score (MOS) benchmark designed to evaluate neural audio codec (NAC) models and the large language model (LLM)-based text-to-speech (TTS) models trained upon them, especially across non-standard speech like accented speech. The dataset comprises 4,000 codec resynthesis and TTS samples from 24 systems, featuring 32 speakers spanning ten accents. A large-scale subjective test was conducted to collect 19,600 annotations from 25 listeners across three dimensions: naturalness, speaker similarity, and accent similarity. This dataset does not only represent an up-to-date study of recent speech synthesis system performance but reveals insights including a tight relationship between speaker and accent similarity, the predictive power of objective metrics, and a perceptual bias when listeners share the same accent with the speaker. This dataset is expected to foster research on more human-centric evaluation for NAC and accented TTS.","Wen-Chin Huang(Nagoya University); Nicholas Sanders(University of Edinburgh); Erica Cooper(National Institute Of Information And Communications Technology)","","","","","","","","","","","","","","","","","","","",""
"Oral","137","18:10-18:30","MMGenre: Benchmarking Singing Voice Synthesis across Multiple Musical Genres","Wenhao Feng","Singing voice synthesis (SVS) has progressed rapidly, yet its ability to generalize across diverse musical genres remains underexplored. Existing benchmarks are heavily biased toward pop music, limiting systematic analysis of genre-dependent behavior. We introduce MMGenre, a benchmark for multi-genre SVS diagnosis, supported by an automatic pipeline for constructing genre-aligned music scores. MMGenre spans 10 major genres and 26 subgenres, enabling comprehensive analysis of genre-aware synthesis. Extensive evaluation of representative SVS models reveals limited genre discrimination: synthesized vocals across genres exhibit highly similar acoustic characteristics and weak separability. While zero-shot genre adaptation yields only marginal improvements, lightweight genre-specific continued training leads to substantial gains. MMGenre provides a standardized framework for multi-genre SVS evaluation and exposes critical challenges in achieving genre-aware singing voice synthesis.","Wenhao Feng(Renmin University of China); Yuxun Tang(Renmin University of China); Jiatong Shi(Carnegie Mellon University); Qin Jin(Renmin University of China)","","","","","","","","","","","","","","","","","","","",""
"Wednesday 30 September 2026 - 16:30-18:30 - Area 12 - Oral 2 - Translation","","","","","","","","tbhead2 bg-c2","","","","","","","","","","","","","","","","","",""
"Oral","1105","16:30-16:50","Rubric-Aligned Disentangled Evaluation of Human Simultaneous Interpreting","Ziyu Zhang","Human simultaneous interpreting (SI) is commonly assessed with analytic rubrics separating meaning transfer, delivery quality, and temporal synchrony, yet no automatic metric is designed for rubric-aligned segment-level SI evaluation. We construct a professionally annotated corpus of 1,101 SI segments with scores for meaning transfer (LQ), delivery quality (EXP), and perceived latency (LAT). We show that structured LLM prompting and scalar supervision collapse rubric dimensions, yielding near-zero correlation with human ratings and strong cross-dimension coupling. To isolate supervision structure under identical backbone capacity, we introduce dual regression heads on a LoRA-adapted COMET-KIWI encoder. On a held-out talk-level test set, the model achieves Pearson correlations of 0.388 (LQ) and 0.301 (EXP), improving over frozen COMET-KIWI. Given low absolute rater agreement, we interpret results relative to human consistency and target stable ranking signals for formative assessment.","Ziyu Zhang(The Chinese University of Hong Kong); Satoshi Nakamura(The Chinese University of Hong Kong; Shenzhen Loop Area Institute,)","","","","","","","","","","","","","","","","","","","",""
"Oral","2384","16:50-17:10","ARTIST: Universal Articulatory Space Modeling for Multilingual Indic-to-English Speech-to-Speech Translation","Khushal Yadav","We present ARTIST, a novel end-to-end framework for multilingual Indic-to-English Speech-to-Speech Translation (S2ST) operating in a universal articulatory space. It utilizes a Conformer encoder with intermediate CTC supervision over source articulatory features, explicitly aligning diverse acoustic inputs with quantized, language-agnostic representations. To map these features, we introduce a Convolution-Augmented Differential Transformer decoder designed to capture both local phonetic nuances and global context. We demonstrate exceptional cross-lingual transfer across 11 Indic languages, including extreme low-resource settings (10hr/language). For instance, with only 166M parameters, ARTIST outperforms the 1.2B parameter SeamlessM4T baseline on BLEU, COMET, and chrF. ARTIST also achieves superior VRAM efficiency, establishing a high-performance paradigm for scaling direct S2ST to resource-constrained environments.","Khushal Yadav(IIIT-Delhi); Vinayak Abrol(IIIT-Delhi)","","","","","","","","","","","","","","","","","","","",""
"Oral","2321","17:10-17:30","Evaluating and Preserving Lexical Stress in English-to-Chinese Speech-to-Speech Translation","Yuchen Song","Speech-to-speech translation (S2ST) systems have achieved impressive progress in semantic accuracy and speech naturalness. However, the cross-lingual transfer of lexical stress-a vital cue for emphasis and speaker intent-remains heavily under-explored, compounded by a lack of reliable automatic evaluation metrics for tonal languages like Chinese. We investigate English-to-Chinese S2ST stress transfer by constructing a stress-annotated Chinese dataset and an XLS-R-based Mandarin stress detector. Integrating this with the English EmphAssess system, we propose a novel objective metric for cross-lingual stress evaluation. Furthermore, we fine-tune CosyVoice3 to build a stress-aware S2ST system. Experiments demonstrate that our proposed S2ST architecture significantly outperforms existing systems in stress translation capability while maintaining competitive translation quality. Furthermore, our evaluation metric exhibits a strong correlation with human subjective judgments.","Yuchen Song(The Chinese University of Hong Kong-Shenzhen; Shenzhen Loop Area Institute); Xi Chen(The Chinese University of Hong Kong-Shenzhen); Mingze Li(The Chinese University of Hong Kong-Shenzhen); Satoshi Nakamura(The Chinese University of Hong Kong-Shenzhen)","","","","","","","","","","","","","","","","","","","",""
"Oral","800","17:30-17:50","Listening or Reading? Evaluating Speech Awareness in Chain-of-Thought Speech-to-Text Translation","Federico Costa","Speech-to-Text Translation (S2TT) systems that cascade Automatic Speech Recognition (ASR) and Text-to-Text Translation (T2TT) are fundamentally limited by error propagation and the loss of prosodic cues. Chain-of-Thought (CoT) prompting was introduced to address these limitations by providing joint access to both speech and transcription during generation. In this study, we systematically evaluate CoT's actual speech awareness through input attribution analysis, assessment of robustness against corrupted transcripts, and prosody-awareness evaluation. Our results indicate that CoT largely replicates cascaded behavior, relying heavily on textual transcripts. By applying simple training interventions (e.g., injecting noisy transcripts in the CoT), we demonstrate enhanced model robustness and increased acoustic reliance. Our findings challenge the presumed benefits of CoT S2TT and emphasize the necessity for techniques that help integrate acoustic information into the translation process.","Jacobo Romero-Díaz(BSC); Gerard I. Gállego(BSC; UPC); Oriol Pareras(BSC); Federico Costa(BSC; UPC); Javier Hernando(BSC; UPC); Cristina España-Bonet(BSC; DFKI GmbH)","","","","","","","","","","","","","","","","","","","",""
"Oral","2096","17:50-18:10","A Multimodal Semi-Supervised Framework for Automatic Construction of a Cross-Lingual Taigi Speech-Chinese Subtitle Corpus","Yuan-Fu Liao","The lack of labeled data for low-resource languages such as Taigi (Taiwanese) limits AI development. This work addresses the issue by exploiting online videos containing Taigi speech with hard-coded Chinese subtitles. We propose a multimodal semi-supervised framework that combines a trimodal Audio-Visual-Language Model (AVLM) with an iterative pseudo-labeling process inspired by knowledge distillation. A Vision-Language Model fuses OCR outputs and AVLM predictions to generate refined subtitles, enabling automatic construction of a large-scale Taigi speech-Chinese subtitle corpus from unlabeled videos. Experiments show that the AVLM reduces subtitle recognition CER from 36.8% to 9.3%. The resulting 860-hour corpus improves downstream tasks: Whisper's cross-lingual transcription CER decreases from 57.8% to 37.8%, and Taigi-Chinese translation BLEU doubles from 0.2016 to 0.4033. These results demonstrate an effective and transferable paradigm for low-resource corpus construction.","Cheng-Hsiu Cho(National Yang Ming Chiao Tung University); Chih-Chung Kuo(National Yang Ming Chiao Tung University); Yu-Siang Lan(National Yang Ming Chiao Tung University); Chao-Shih Huang(National Yang Ming Chiao Tung University); Yan-Ming Lin(National Yang Ming Chiao Tung University); Yuan-Fu Liao(National Yang Ming Chiao Tung University)","","","","","","","","","","","","","","","","","","","",""
"Oral","3140","18:10-18:30","AfriVox-v2: A Domain-Verticalized Benchmark for In-the-Wild African Speech Recognition","Busayo Awobade","Recent large language models (LLMs) show strong speech recognition and translation capabilities for high-resource languages. However, African languages remain dramatically underrepresented in benchmarks, limiting their practical use in low-resource settings. While early benchmarks tested African languages and accents, they lacked exhaustive real-world noise and granular domain evaluations. We present AfriVox-v2, a comprehensive benchmark designed to test speech models under realistic African deployment conditions. AfriVox-v2 introduces &quot;in the wild&quot; unscripted audio for all supported languages. We also introduce strict domain verticalization, evaluating model accuracy across ten sectors including government, finance, health, and agriculture and conducting targeted tests on numbers and named entities. Finally, we benchmark a new generation of speech models, including Sahara-v2, Gemini 3 Flash, and the Omnilingual CTC models. Our results expose the true generalization gap of modern speech models in specialized, noisy African contexts and provide a reliable blueprint for developers building localized voice AI.","Busayo Awobade(Intron ); Gabrial Ashungafac(Intron ); Oluwatoni Otokiti(Intron ); Tobi Olatunji(Intron )","","","","","","","","","","","","","","","","","","","",""
"Wednesday 30 September 2026 - 16:30-18:30 - Area 13 - Oral 5 - Child Speech and Health","","","","","","","","tbhead2 bg-c2","","","","","","","","","","","","","","","","","",""
"Oral","2593","16:30-16:50","Correct Then Detect: Zero-Shot FVMC Annotation for Child Language Sample Analysis","Wei Bo","The Finite Verb Morphology Composite (FVMC) is a clinically validated metric for identifying Developmental Language Disorder (DLD), yet its computation requires labor-intensive manual annotation of obligatory tense contexts. Since no annotated corpora exist for training, large language models (LLMs) have been the only approach to automated FVMC annotation. Rather than prompting LLMs end-to-end, we present the first zero-shot framework that decomposes the task into grammar correction and obligatory context detection, followed by alignment to label each context as correct, incorrect, or omitted. Evaluated on the ENNI child narrative dataset, our best configurations achieve F1 scores of 97.05%, 60.15%, and 70.23% for correct, incorrect, and omitted contexts, improving by 1.99, 4.72, and 6.21 points over the strongest LLMs as of February 2026 (GPT 5.2 and Sonnet 4.6 Reasoning Models). The proposed paradigm enables scalable, cost-efficient automated language assessment.","Shuwei Hou(University at Buffalo); Wei Bo(University at Buffalo); Varun Shijo(University at Buffalo); Chuhui Liu(University at Buffalo); Manav Kanaganapalli(University at Buffalo); Ling-Yu Guo(University at Buffalo); Wenyao Xu(University at Buffalo)","","","","","","","","","","","","","","","","","","","",""
"Oral","2624","16:50-17:10","Detection of Incorrect Place of Articulation in Polish Sibilants Using Convolutional Autoencoders","Wojciech Pieniążek","Incorrect production of sibilant consonants is among the most common speech disorders in children, and its effective treatment depends on early diagnosis. This study proposes and investigates a method for detecting the incorrect place of articulation in productions of Polish voiceless retroflex fricatives and affricates in child speech. The approach combines convolutional autoencoders (classical, sparse, and multi-task variants) for feature extraction with support vector machines. The speech corpus included children aged 4-8 years: 149 speakers for fricative and 151 for affricate sounds. The best-performing models employ multi-task learning achieving sensitivities of up to 84.32%. The results demonstrate that autoencoder-based embeddings are effective for feature extraction and classification in challenging pediatric speech datasets.","Wojciech Pieniążek(Silesian University of Technology); Oliwia Skórzewska(Silesian University of Technology); Maria Filipek(Silesian University of Technology); Zuzanna Miodońska(Silesian University of Technology)","","","","","","","","","","","","","","","","","","","",""
"Oral","2571","17:10-17:30","SpiroPhonia: Non-Invasive Respiratory Health Assessment from Spontaneous Speech","Roksana Khanom","Chronic Obstructive Pulmonary Disease (COPD) remains a major global health challenge, emphasizing the need for accessible and non-invasive detection. Since speech production is fundamentally linked to respiratory physiology, its disruptions can serve as indirect indicators of pulmonary impairment. This study introduces SpiroPhonia, a machine learning framework that leverages spontaneous speech for respiratory health assessment. We evaluated SpiroPhonia on a new dataset of 201 speakers (102 with COPD, 99 healthy controls). By integrating statistical analysis with recursive feature selection, we identified a compact set of discriminative speech markers. Our best model achieved 78% accuracy, 80% F1-score, and 87% AUC. This performance on spontaneous speech is competitive with methods using controlled laboratory recordings. Findings demonstrate that everyday speech encodes robust respiratory biomarkers, paving the way for continuous health monitoring via voice-enabled technologies.","Roksana Khanom(University of Maryland); Shafia Supty(DR. M R Khan Shishu Hospital & Institute of Child Health); Nirupam Roy(University of Maryland); Ashok Agrawala(University of Maryland)","","","","","","","","","","","","","","","","","","","",""
"Oral","1008","17:30-17:50","Effects of Co-speech Gesture on the Acoustic Realization of Focus in Cantonese-speaking Children With and Without Autism Spectrum Disorder","Zhuoran Li","The effect of co-speech gesture on the acoustic realization of focus remains comparatively understudied. Children with autism spectrum disorder (ASD) show diﬀiculties in both prosodic focus marking and gesture-speech integration. This study investigated how co-speech gesture shapes focus prosody in 22 autistic and 25 typically developing (TD) Cantonese-speaking children. The results indicated that iconic gestures increased the duration of on-target syllables in both groups. However, TD children shortened the duration of post-focus syllables across gesture types, reinforcing the prosodic prominence of the on-focus syllable. In contrast, the ASD group exhibited distinct patterns: a duration-shortening effect was observed for both on-target and post-target syllables with deictic gestures. The results are in line with the Weak Central Coherence theory and the Enhanced Perceptual Functioning Model of ASD, which posit diﬀiculties with multimodal integration.","Zhuoran Li(The Hong Kong Polytechnic University); Si Chen(The Hong Kong Polytechnic University); Yitian Hong(The Chinese University of Hong Kong); Bingxin Liu(The Hong Kong Polytechnic University); Ho-Yi Ku(The Hong Kong Polytechnic University); Jiayue Gao(The Hong Kong Polytechnic University); Chun-Sing Wong(The Hong Kong Polytechnic University); Angel Chan(The Hong Kong Polytechnic University); Zhuoming Chen(The First Affiliated Hospital of Jinan University); Haoyan Ge(Hong Kong Metropolitan University); Bin Li(City University of Hong Kong); Li Sheng(The Hong Kong Polytechnic University); Po-yi Tempo Tang(The Hong Kong Polytechnic University); Ratree Wayland(University of Florida)","","","","","","","","","","","","","","","","","","","",""
"Oral","1131","17:50-18:10","Paediatric-HGNN: A Hybrid Heterogeneous Graph Neural Network for Detecting Disfluency in Children’s Speech via Multiscale Acoustic Fusion","Rashini Liyanarachchi","Automated stuttering detection (ASD) systems struggle with paediatric speech due to high acoustic variability in developing voices and the subtle distinction between pathological stuttering and typical developmental disfluencies. We introduce Paediatric-HGNN, a framework using a Сontext-aware Part-whole Interaction Network (CaPIN) tailored for paediatric data. Instead of conventional 1D signal modelling, our approach builds a heterogeneous graph capturing hierarchical relationships between lexical units (word nodes) and fine-grained acoustic segments (frame nodes). Trained on curated paediatric corpora (UCLASS and FluencyBank), Paediatric-HGNN achieves 82.4% weighted accuracy and a Typical Disfluency F1-score of 0.386. Modelling hierarchical lexical-acoustic interactions captures developmental &quot;searching&quot; behaviour, offering a more robust and interpretable tool for early clinical intervention.","Rashini Liyanarachchi(University of New South Wales); Rachael Mackay(Resourced Music Therapy); Alison Short(Western Sydney University); Aditya Joshi(University of New South Wales); Erik Meijering(University of New South Wales)","","","","","","","","","","","","","","","","","","","",""
"Oral","2909","18:10-18:30","Reasoning Beyond Transcription: Audio Language Models on Child Stuttering Speech","Chibuzor Okocha","Child speech differs from adult speech in acoustics, prosody, and linguistic structures. Speech disfluencies (such as repetitions) further challenge automatic understanding. While Audio–Language Models (ALMs) show strong semantic reasoning from speech audio, their ability to reason about disfluent child speech in mixed-speaker settings remains unexplored. We investigate this through two tasks: child-focused semantic summarization and speech entailment. Experiments use recordings of children who stutter in mixed-speaker interviews without explicit speaker separation. Models are instruction-guided to focus on the child, preserve clinically relevant disfluencies, and avoid adult-speech leakage. Evaluation combines LLM-based judges and reference-based metrics, anchored by transcript-oracle baselines to isolate errors. Results show that while ALMs extract high-level meaning from stuttered speech, reasoning degrades significantly with increased disfluency and speaker interference.","Chibuzor Okocha(University of Florida); Christan Grant(University of Florida); Zoey Liu(University of Florida)","","","","","","","","","","","","","","","","","","","",""
"Wednesday 30 September 2026 - 16:30-18:30 - Area 13 - Oral 10 - Medical Dialogue and Conversational Understanding","","","","","","","","tbhead2 bg-c2","","","","","","","","","","","","","","","","","",""
"Oral","430","16:30-16:50","Unlocking In-Context Learning in Audio-Language Models from Decentralized Medical Audio","Ran Piao","Clinical audio diagnosis in low-resource settings requires models that identify conditions from minimal examples without large annotated corpora. We propose Federated Self-Contextualization (FSC), a multimodal language model framework for in-context clinical audio diagnosis across federated hospital clients. FSC constructs pseudo-label episodes via unsupervised clustering of audio representations, bypassing scarce real diagnostic labels, and enables contextual reasoning from support-query pairs. Our progressive three-stage pipeline first aligns audio embeddings with the language model via caption-based pretraining, then adapts it for episodic in-context inference through federated optimization. At test time, given a small labeled support set, the model diagnoses an unseen query through multimodal reasoning. On held-out respiratory and cardiac conditions, FSC achieves 71.6% accuracy in 2-way 2-shot evaluation, outperforming audio-language baselines by over 9%.","Ran Piao(Eindhoven University of Technology); Tsai-Ning Wang(Eindhoven University of Technology); Martijn den Dekker(Erasmus MC); Linda Moonen(Rijnstate Hospital); Hareld Kemps(Máxima MC Hospital); Yuan Lu(Eindhoven University of Technology); Aaqib Saeed(Eindhoven University of Technology)","","","","","","","","","","","","","","","","","","","",""
"Oral","997","16:50-17:10","Speech-based Psychological Crisis Assessment using LLMs","Terumi Chiba","Psychological support hotlines provide critical support for individuals experiencing mental health emergencies, yet crisis-level assessment largely relies on human operators whose judgments may vary with training and staffing constraints. This paper studies automated three-way crisis-level classification from authentic hotline speech under privacy-sensitive and data-scarce conditions. We propose an LLM-based pipeline that converts non-verbal acoustic cues into explicit textual evidence through paralinguistic injection, enabling a text LLM to use vocal affect that is otherwise lost in ASR transcripts. We also explore reasoning-enhanced training, where LLM-generated diagnostic rationales are used as auxiliary supervision to regularise the classification objective. With chunk-based data augmentation and 5-fold cross-validation, our system achieves a macro F1-score of 0.802 and an accuracy of 0.805, outperforming acoustic, zero-shot LLM, and speech-aware LLM baselines.","Terumi Chiba(Tsinghua University); Yang Luo(Peking University Huilongguan Clinical Medical School, Beijing; WHO Collaborating Centre for Research and Training in Suicide Prevention); Ziyun Cui(Tsinghua University); Yongsheng Tong(Peking University Huilongguan Clinical Medical School; WHO Collaborating Centre for Research and Training in Suicide Prevention); Chao Zhang(Tsinghua University)","","","","","","","","","","","","","","","","","","","",""
"Oral","456","17:10-17:30","Investigating LLMs Behavior in Depression Severity Prediction","Jiawei Yu","Large language models are increasingly applied to depression assessment, yet it remains unclear whether few-shot learning provides effective supervision for depression severity prediction. We conduct a study on PHQ-8 prediction, evaluating five LLMs across 0-10-shot settings and introducing a contradictory-label intervention to test label dependence. Across models, increasing shot count yields limited and non-monotonic gains, and performance is largely insensitive to corrupted demonstration labels, suggesting that few-shot examples may serve more as structural cues than effective supervision. In contrast, replacing full transcripts with symptom-focused excerpts consistently improves performance while reducing token usage by approximately 80% per session. Prediction averaging further provides stable gains without modifying prompt design. Our findings indicate that context relevance matters more than demonstration quantity, offering guidance for cost-effective clinical deployment.","Jiawei Yu(Utrecht University); Yun Hao(University of Groningen); Heysem Kaya(Utrecht University)","","","","","","","","","","","","","","","","","","","",""
"Oral","606","17:30-17:50","Beyond WER: A Paired Acoustic Stress Test for Ambient Clinical Scribes","Xiao-Hang Jiang","Ambient clinical scribes increasingly combine Automatic Speech Recognition with Large Language Models to automate documentation. However, traditional metrics like Word Error Rate mask systemic safety degradation. We present a paired acoustic stress test to isolate the causal impact of noise on clinical reasoning. For the same dialogues, we inject diverse noise types while keeping the downstream model configuration frozen. Crucially, we uncover a dangerous disconnect between signal fidelity and clinical safety. Stationary ambient noise increased the Word Error Rate by a negligible 0.71 percentage points yet nearly doubled the rate of unsafe outputs. Our analysis reveals that minor acoustic perturbations can invert clinical meaning without substantially inflating error rates. Furthermore, we demonstrate a lightweight mitigation strategy that mitigates safety degradation under noisy conditions without requiring model fine tuning.","Xiao-Hang Jiang(USTC); Han-Jie Guo(USTC); Ying-Si Liang(USTC); Yang Ai(USTC); Zhen-Hua Ling(USTC); Lei Jiang(iFLYTEK); Zhi-Yang He(iFLYTEK)","","","","","","","","","","","","","","","","","","","",""
"Oral","3255","17:50-18:10","Benchmarking Speech Systems for Frontline Health Conversations: The DISPLACE-M Challenge","Dhanya E","The DIarization and Speech Processing for LAnguage understanding in Conversational Environments - Medical (DISPLACE-M) challenge introduces a conversational AI benchmark for understanding goal-oriented, real-world medical dialogues. The challenge addresses multi-speaker interactions between frontline health workers and care seekers, characterized by spontaneous, noisy and overlapping speech. As part of the challenge, medical conversational dataset comprising 40 hours of development and 15 hours of blind evaluation recordings was released. We provided baseline systems across 4 tasks - speaker diarization, automatic speech recognition, topic identification and dialogue summarization - to enable consistent benchmarking. System performance is evaluated using diarization error rate (DER), time-constrained minimum-permutation word error rate (tcpWER) and ROUGE-L. This paper describes the Phase-I evaluation - data, tasks and baseline systems - along with the summary of the evaluation results.","Dhanya E(IISc); Ankita Meena(IISc); Manas Nanivadekar(IISc); Noumida A(Indian Institute of Science, Bangalore); Victor Azad(Indian Institute of Science, Bangalore); Ashwini Nagaraj Shenoy(NITK); Pratik Roy Chowdhuri(NITK); Shobhit Banga(Josh Talks); Vanshika Chhabra(Josh Talks); Chitralekha Bhati(IISc); Shareef babu Kalluri(MAHE); Srikanth Raj Chetupalli(IIT Bombay); Deepu Vijayasenan(NITK); Sriram Ganapathy(IISc)","","","","","","","","","","","","","","","","","","","",""
"Oral","2037","18:10-18:30","AuscuTSLM: Patient-Level Multimodal Question Answering from Multi-Site Auscultation Recordings","Fan Wu","Auscultation is a vital diagnostic tool, yet its utility is often limited by subjective interpretation. While general-purpose Audio-Language Models (ALMs) excel in general domains, they struggle with the nuances of physiological signals. We propose a framework that aligns multi-site auscultation recordings directly with a frozen Large Language Model (LLM) embedding space via gated cross-attention. By leveraging the LLM's latent world knowledge, our approach moves beyond isolated classification toward holistic, patient-level assessment. On the CaReSound benchmark, our model achieves a state-of-the-art 0.865 F1-macro and 0.952 BERTScore. We demonstrate that lightweight, domain-specific encoders rival large-scale ALMs and that multi-site aggregation provides spatial redundancy that mitigates temporal truncation. This alignment of medical acoustics with text foundations offers a scalable path for bridging signal processing and clinical assessment.","Fan Wu(ETH Zurich); Tsai-Ning Wang(Eindhoven University of Technology); Nicolas Zumarraga(ETH Zurich); Ning Wang(ETH Zurich); Markus Kreft(ETH Zurich); Kevin O'Sullivan(ETH Zurich); Paula Manso Zorrilla(); Elgar Fleisch(ETH Zurich; University of St. Gallen); Oliver Aalami(Stanford University); Paul Schmiedmayer(Stanford University); Robert Jakob(ETH Zurich); Patrick Langer(ETH Zurich; Stanford University)","","","","","","","","","","","","","","","","","","","",""
"★ Wednesday 30 September 2026 - 16:30-18:30 - Long Oral 1 - LLMs and Conversational Interaction [Cross-area long papers Oral session]","","","","","","","","tbhead2 bg-c2","","","","","","","","","","","","","","","","","",""
"Long Oral","2694","16:30-16:50","WASIL: In-the-Wild Arabic Spoken Interactions with LLMs","Shammur Absar Chowdhury","Large Language Models (LLMs) voice assistants are commonly built as cascaded Automatic Speech recognition (ASR) → LLM systems, where recognition errors can distort user intent. Dislikes may also arise from ambiguous, out-of-domain, or non-request turns, making it hard to isolate ASR effects. We release WASIL, in-the-wild Arabic spoken interaction prompts with audio, ASR hypotheses, assistant responses, and explicit like/dislike feedback, covering Modern Standard Arabic (MSA) and four major dialects with their labels. We provide low-cost gold transcripts via multi-ASR agreement-guided post-editing and annotate answerability (answerable, ambiguous/needs-clarification, unsupported, not-a-request/noise) to separate intrinsic unanswerability from ASR-induced degradation. Finally, we describe scalable reference-free evaluation of responses from ASR vs. gold transcripts using multi-judge LLM scoring.","Zien Sheikh Ali(Qatar Computing Research Institute); Hamdy Mubarak(Qatar Computing Research Institute); Soon-Gyo Jung(Qatar Computing Research Institute); Hunzalah Hassan Bhatti(Qatar Computing Research Institute); Firoj Alam(Qatar Computing Research Institute); Shammur Absar Chowdhury(Qatar Computing Research Institute)","","","","","","","","","","","","","","","","","","","",""
